corpus,dyad,index,speaker,start,stop,text
cid,ABCM,74,AB,61.9124,65.51982,moi je peux prendre ça comme quelque chose d'inhabituel inusuel
cid,ABCM,75,CM,64.75594,65.73,ah oui inhabituel
cid,ABCM,76,AB,65.71646,65.7844,qui
cid,ABCM,77,CM,65.73,65.866,ouais
cid,ABCM,78,AB,65.7844,66.5684,a l'air assez
cid,ABCM,79,CM,67.3169,68.4529,moi je verrais
cid,ABCM,80,AB,67.75425,68.45825,particulier
cid,ABCM,81,CM,68.4529,69.3169,oui des choses
cid,ABCM,82,AB,68.936,70.208,aussi particulier
cid,ABCM,83,CM,69.54169,70.158,où euh
cid,ABCM,84,AB,70.88265,70.97865,qui
cid,ABCM,85,CM,70.896,71.048,oui
cid,ABCM,86,AB,70.97865,71.23465,ne coule
cid,ABCM,87,CM,71.048,71.408,où tu
cid,ABCM,88,AB,71.23465,71.47465,pas de
cid,ABCM,89,CM,71.408,71.72,perds
cid,ABCM,90,AB,71.47465,72.07465,source
cid,ABCM,91,CM,71.72,72.232,un peu
cid,ABCM,92,CM,72.232,73.032,euh
cid,ABCM,93,AB,72.24266,72.77065,qui
cid,ABCM,94,CM,73.032,74.50003,tu perds un peu comment dire euh
cid,ABCM,95,CM,75.37403,76.35779,ouais euh
cid,ABCM,96,AB,76.04285,76.38685,qui peuvent
cid,ABCM,97,AB,76.38685,76.58685,être
cid,ABCM,98,CM,76.5657,76.677,des
cid,ABCM,99,AB,76.58685,77.49885,extraordinaires
cid,ABCM,100,CM,76.677,78.229,repères quoi tu vois c'est à cause
cid,ABCM,101,AB,78.47875,78.63875,mh
cid,ABCM,102,CM,78.63557,79.66815,c'est euh ouais voilà ouais
cid,ABCM,103,CM,80.936,81.328,alors
cid,ABCM,104,CM,82.2122,84.8522,rien il m'est rien arrivé d'insolite dans ma vie c'est absolument rien
cid,ABCM,105,CM,86.30395,87.1319,euh
cid,ABCM,106,AB,87.40625,89.01425,tout était normal logique
cid,ABCM,107,CM,89.30096,90.13327,oui tout à fait
cid,ABCM,108,CM,92.63925,93.14325,insolite
cid,ABCM,109,CM,95.00001,95.604,euh
cid,ABCM,110,CM,96.09066,96.33065,si
cid,ABCM,111,AB,96.196,96.34,bon
cid,ABCM,112,CM,96.33065,96.41065,le
cid,ABCM,113,AB,96.34,97.684,je vois que tu es tellement à court d'idées allez
cid,ABCM,114,CM,97.55796,97.89805,si
cid,ABCM,115,AB,97.684,98.116,vas y
cid,ABCM,116,CM,97.89805,98.40917,j'ai j'ai
cid,ABCM,117,AB,98.116,98.58,tu démarres
cid,ABCM,118,CM,98.40917,98.7305,y j'ai
cid,ABCM,119,AB,98.58,98.876,vas y
cid,ABCM,120,CM,98.7305,98.98212,j'ai
cid,ABCM,121,AB,98.876,99.244,vas y
cid,ABCM,122,CM,98.98212,100.964,un truc et qui était extrêmement marrant
cid,ABCM,123,CM,101.606,105.144,alors euh qui était complètement ah voilà dé euh
cid,ABCM,124,CM,105.736,108.29452,désynchronisé d'une situation en fait ouais c'était
cid,ABCM,125,CM,108.836,113.04776,alors on était parti c'était le premier congrès que j'ai fait avec euh mh
cid,ABCM,126,CM,113.96559,115.41278,euh à montréal
cid,ABCM,127,CM,116.0519,122.95583,j'étais avec pascal roméas et euh donc on était à montréal et après le congrès on est parti en gaspésie tu vois à peu près où c'est en fait
cid,ABCM,128,AB,122.64515,123.10915,oui
cid,ABCM,129,CM,122.95583,123.97875,euh ouais mais tu connais
cid,ABCM,130,AB,124.18155,125.7076,c'est une région perdue du
cid,ABCM,131,CM,125.686,126.062,voilà
cid,ABCM,132,AB,125.7076,126.18155,canada
cid,ABCM,133,CM,126.062,126.302,ouais
cid,ABCM,134,AB,126.18155,126.38155,oui
cid,ABCM,135,CM,126.302,126.502,c'est
cid,ABCM,136,AB,126.38155,126.65355,un peu
cid,ABCM,137,CM,126.502,126.76123,ça
cid,ABCM,138,AB,126.65355,127.06955,isolée
cid,ABCM,139,CM,127.56525,129.69972,et euh et en fait
cid,ABCM,140,CM,130.14355,133.99955,en c'était complètement loufoque on arrive y a que des tout petits patelins où y a rien quoi en fait
cid,ABCM,141,AB,133.729,133.881,mh
cid,ABCM,142,CM,133.99955,136.34031,où y a un bistrot qui fait tout euh etc
cid,ABCM,143,CM,137.16515,142.06325,et on était on avait loué une voiture on était avec yuki et pascal en fait on était et le soir avec pascal on s'est dit
cid,ABCM,144,CM,142.6867,146.8287,on va aller on devait pieuter dans un une auberge de jeunesse je sais pas quoi on s'est dit on va aller boire un coup dans le café du coin
cid,ABCM,145,CM,147.68571,148.81016,et on est tombé
cid,ABCM,146,CM,149.8001,152.8801,ouais mh côté insolite ça me fait vraiment penser à ça on est tombé
cid,ABCM,147,CM,153.74905,156.03705,on est rentré dans un bar qui faisait boîte
cid,ABCM,148,CM,157.176,157.568,y avait
cid,ABCM,149,CM,158.00845,158.30445,que nous
cid,ABCM,150,CM,159.056,160.632,y avait la musique à fond les ballons
cid,ABCM,151,CM,161.3212,164.2492,et y avait un espèce d'écran géant donc un matériel d'enfer
cid,ABCM,152,CM,164.59625,168.77225,qui projetait un film de de funès avec une musique de boîte à fond les ballons
cid,ABCM,153,CM,169.33193,170.0113,et on s'est dit mais
cid,ABCM,154,CM,170.426,171.594,où on est là qu'est ce qu'on fait
cid,ABCM,155,CM,172.266,174.522,on était complètement euh complètement
cid,ABCM,156,AB,174.066,174.89,ils nous attendent hein
cid,ABCM,157,CM,174.89914,176.9491,désynchronisés en fait ouais c'est ça nous deux
cid,ABCM,158,AB,176.926,176.95,et
cid,ABCM,159,CM,176.9491,177.25183,euh
cid,ABCM,160,AB,176.95,178.966,c'était quoi c'était un bar avec euh
cid,ABCM,161,CM,178.6942,179.0622,c'était un
cid,ABCM,162,AB,178.966,179.51756,un écran
cid,ABCM,163,CM,179.0622,179.5182,bar mais
cid,ABCM,164,AB,179.51756,179.71787,ou
cid,ABCM,165,CM,179.5182,179.7182,tu sais
cid,ABCM,166,AB,179.71787,179.84676,euh
cid,ABCM,167,CM,179.7182,183.0782,un truc vachement moderne alors que dans un patelin euh complètement
cid,ABCM,168,AB,182.42862,183.12,ah c'était un bled
cid,ABCM,169,CM,183.0782,183.18544,euh
cid,ABCM,170,AB,183.12,183.744,avec juste
cid,ABCM,171,CM,183.628,183.948,complètement
cid,ABCM,172,AB,183.744,184.0,un
cid,ABCM,173,CM,183.948,184.26289,paumé
cid,ABCM,174,AB,184.0,184.232,oui
cid,ABCM,175,CM,184.26289,184.78776,ouais ouais
cid,ABCM,176,AB,184.636,184.948,bizarre
cid,ABCM,177,CM,184.78776,185.374,ouais ouais
cid,ABCM,178,CM,186.00027,187.36273,et euh
cid,ABCM,179,CM,187.81738,188.038,et voilà
cid,ABCM,180,AB,188.736,191.552,le bizarre voilà l'insolite ça a un côté bizarre
cid,ABCM,181,CM,191.0494,193.0574,ça me faisait ça ça me faisait penser à ça ouais
cid,ABCM,182,CM,193.516,195.50177,le premier truc qui m'est venu pour insolite c'était ça
cid,ABCM,183,CM,196.5981,198.2941,une situation désynchronisée comme ça
cid,ABCM,184,AB,199.27245,200.79245,oui non moi je me rappelle
cid,ABCM,185,AB,201.32275,202.21875,j'étais allée
cid,ABCM,186,AB,202.656,203.072,à londres
cid,ABCM,187,AB,204.0919,207.55028,c'é je crois j'étais euh je me rappelle plus si j'étais on était au lycée ou en
cid,ABCM,188,AB,208.3486,209.5406,en première année de fac je crois
cid,ABCM,189,AB,210.65695,212.08895,ma soeur était déjà à londres
cid,ABCM,190,AB,212.516,214.044,on y était allé avec des copains
cid,ABCM,191,CM,213.83295,215.19266,mais tu étais en vacances ou tu étais en oui
cid,ABCM,192,AB,215.196,215.7,oui c'était pendant
cid,ABCM,193,CM,215.586,215.674,ouais
cid,ABCM,194,AB,215.7,216.58,les vacances de noël
cid,ABCM,195,CM,216.686,216.782,mh
cid,ABCM,196,AB,217.306,224.058,on y va avec des copains on avait pris le ferry en normandie puisque j'avais un frère qui était en normandie on traverse on avait passé une nuit épouvantable sur le ferry
cid,ABCM,197,AB,225.1385,230.4185,et euh on arrive à londres on voit ma soeur elle nous amène dans le b&b où on devait loger
cid,ABCM,198,AB,231.186,232.17,on se promène
cid,ABCM,199,AB,232.716,236.3,moi j'étais déjà crevée au bout de trois jours parce qu'on voyageait vachement à pied donc j'en pouvais plus
cid,ABCM,200,AB,237.126,241.08827,et en fait c'est la période de noël on a appelé euh des
cid,ABCM,201,AB,242.1933,243.4013,les parents d'amis
cid,ABCM,202,AB,244.026,249.234,mais pas d'amis de notre âge d'amis de mes parents en fait elle elle était anglaise elle était mariée avec un hollandais
cid,ABCM,203,AB,250.296,256.544,et euh et ses parents qui habitaient dans le sud de  de londres même de la grande bretagne en fait dans le surray
cid,ABCM,204,CM,256.2991,256.5551,mh
cid,ABCM,205,AB,257.1742,261.1742,ils nous avaient dit ah mais demain c'est le repas de noël venez venez
cid,ABCM,206,CM,261.12155,261.24155,mh
cid,ABCM,207,AB,261.1742,261.3022,on
cid,ABCM,208,CM,261.24155,261.48955,mh
cid,ABCM,209,AB,261.3022,261.7822,disait
cid,ABCM,210,CM,261.48955,261.71355,mh
cid,ABCM,211,AB,261.7822,262.3342,mais on est avec
cid,ABCM,212,CM,262.31185,262.51985,mh
cid,ABCM,213,AB,262.3342,263.4622,des amis euh
cid,ABCM,214,AB,264.4469,266.2469,on voulait juste vous dire bonjour non
cid,ABCM,215,CM,266.219,266.307,mh
cid,ABCM,216,AB,266.2469,270.6629,non venez venez venez manger pour le repas de noël alors nous ça nous faisait chier un peu mais en fait on s'était dit bon
cid,ABCM,217,AB,271.336,271.84,pourquoi pas
cid,ABCM,218,CM,271.85825,272.10625,mh mh
cid,ABCM,219,AB,272.746,277.874,euh alors le vingt cinq décembre déjà on se pointe euh à la gare de victoria et
cid,ABCM,220,CM,277.4659,277.6819,mh mh
cid,ABCM,221,AB,278.406,280.158,et londres tout est fermé c'est-à-dire qu'en fait
cid,ABCM,222,CM,279.996,280.14,mh
cid,ABCM,223,AB,280.158,280.806,y avait des grilles
cid,ABCM,224,CM,280.476,280.66,ah ouais
cid,ABCM,225,AB,280.806,281.086,devant
cid,ABCM,226,CM,281.056,281.104,ouais
cid,ABCM,227,AB,281.086,281.182,la
cid,ABCM,228,CM,281.104,281.304,ouais
cid,ABCM,229,AB,281.182,281.806,gare y
cid,ABCM,230,CM,281.68655,281.81455,ouais
cid,ABCM,231,AB,281.806,282.534,avait rien de
cid,ABCM,232,CM,282.356,282.524,ouais
cid,ABCM,233,AB,283.136,286.272,rien d'ouvert on s'est dit qu'est ce qu'on fait alors on se prend un taxi
cid,ABCM,234,AB,287.026,289.794,ah ça nous emmerdait puisqu'on s'est dit ah on va payer la peau des fesses
cid,ABCM,235,CM,289.766,290.054,mh
cid,ABCM,236,AB,289.794,290.09,pour aller
cid,ABCM,237,CM,290.054,290.23,mh
cid,ABCM,238,AB,290.09,290.37,là-bas
cid,ABCM,239,CM,290.23,290.83,mh mh mh mh mh
cid,ABCM,240,AB,291.076,293.324,bon l'avantage c'est que les taxis sont hyper grands donc en fait
cid,ABCM,241,CM,293.256,293.424,mh
cid,ABCM,242,AB,293.324,294.364,on peut loger à
cid,ABCM,243,AB,294.90783,296.268,à cinq ou six je sais plus combien on
cid,ABCM,244,CM,296.26245,296.38245,ah
cid,ABCM,245,AB,296.268,296.524,était
cid,ABCM,246,CM,296.38245,296.45445,ouais
cid,ABCM,247,AB,296.524,297.692,il y avait moi mon frère
cid,ABCM,248,AB,298.536,300.448,mh mh deux ou trois copains on devait être cinq
cid,ABCM,249,CM,300.4142,300.5902,mh
cid,ABCM,250,AB,301.2165,304.6805,on arrive là-bas ils nous accueillent on a dû arriver une heure ou deux heures de l'après-midi déjà
cid,ABCM,251,CM,304.586,305.202,mh mh mh mh
cid,ABCM,252,AB,305.9333,309.2053,nous accueillent bonjour y avait une table énorme qui était dressée dans le
cid,ABCM,253,CM,309.19345,309.32945,mh
cid,ABCM,254,AB,309.2053,310.1573,dans le séjour
cid,ABCM,255,AB,311.08073,317.654,et euh et on dit mais vous êtes sûrs que vous voulez qu'on reste manger etc oui oui y a pas de problèmes etc
cid,ABCM,256,AB,318.08705,322.08705,on a dû attendre une heure ou une heure et demie avant de commencer à manger on n'en pouvait plus on pouvait pas être là
cid,ABCM,257,AB,323.032,327.06375,et en fait euh dès qu'ils nous ont servi à manger on s'est tous précipités
cid,ABCM,258,AB,327.706,328.546,mais
cid,ABCM,259,AB,329.566,331.166,on se demandait d'abord ce qu'on faisait là on
cid,ABCM,260,CM,331.006,331.31,mh
cid,ABCM,261,AB,331.166,335.35,n'en pouvait plus après les fé les les pré les présentations etc
cid,ABCM,262,AB,335.7222,339.4262,et dès qu'ils ont servi à manger on s'est tous présentés mais jetés comme des euh
cid,ABCM,263,AB,339.946,340.682,comme des miséreux
cid,ABCM,264,CM,340.5747,340.7187,ouais
cid,ABCM,265,AB,340.682,341.306,sur la bouffe
cid,ABCM,266,CM,341.3901,341.6461,ah ouais
cid,ABCM,267,AB,341.976,345.59304,après on s'est tous regardés on était mort de rire et on s'est dit ah
cid,ABCM,268,CM,345.3439,345.4399,mh
cid,ABCM,269,AB,345.59304,347.248,ils doivent nous prendre pour des miséreux
cid,ABCM,270,CM,347.32579,347.5044,ouais c'est
cid,ABCM,271,AB,348.299,350.699,comme si on n'avait pas bouffé depuis une semaine
cid,ABCM,272,CM,350.6043,350.8363,on
cid,ABCM,273,AB,350.699,351.035,mais en fait
cid,ABCM,274,CM,350.8363,350.99364,aurait
cid,ABCM,275,AB,351.035,352.371,il était quatre heures de l'après-midi
cid,ABCM,276,CM,352.33885,352.42685,ah
cid,ABCM,277,AB,352.371,352.507,on
cid,ABCM,278,CM,352.42685,352.60285,ouais
cid,ABCM,279,AB,352.507,354.411,n'en pouvait plus de euh d'attendre
cid,ABCM,280,AB,355.256,359.152,et après ce qui était très drôle c'est qu'ils nous ont servi des euh mh
cid,ABCM,281,AB,360.126,361.462,on se demandait ce qu'on faisait là en fait
cid,ABCM,282,CM,361.3478,361.6438,mh
cid,ABCM,283,CM,361.6438,361.7158,mh
cid,ABCM,284,AB,361.71,361.846,ils
cid,ABCM,285,CM,361.7158,361.8518,mh
cid,ABCM,286,AB,361.846,362.062,nous
cid,ABCM,287,CM,361.8518,362.1158,mh
cid,ABCM,288,AB,362.062,362.55,ont servi
cid,ABCM,289,CM,362.1158,362.2678,mh
cid,ABCM,290,AB,362.55,363.974,les repas typiques euh
cid,ABCM,291,AB,364.3932,367.6252,style de le la dinde avec euh de la gelée
cid,ABCM,292,CM,367.3615,367.9215,ah ouais
cid,ABCM,293,AB,367.6252,367.9372,à je sais pas
cid,ABCM,294,CM,367.9215,368.0895,ouais
cid,ABCM,295,AB,367.9372,368.8092,trop quoi y en a un
cid,ABCM,296,CM,368.70285,368.91885,ah c'est
cid,ABCM,297,AB,368.8092,369.0892,autre
cid,ABCM,298,CM,368.91885,369.14285,aussi
cid,ABCM,299,AB,369.0892,369.4092,en face
cid,ABCM,300,CM,369.14285,369.50285,typique
cid,ABCM,301,AB,369.4092,369.5052,qui
cid,ABCM,302,CM,369.50285,369.58285,en
cid,ABCM,303,AB,369.5052,369.6892,était
cid,ABCM,304,CM,369.58285,369.95085,angleterre
cid,ABCM,305,AB,370.356,370.772,oui oui
cid,ABCM,306,CM,370.568,371.44,la dinde et tout ça ouais
cid,ABCM,307,AB,371.47885,372.70285,c'était
cid,ABCM,308,CM,372.9621,373.3381,sauf que c'est
cid,ABCM,309,AB,373.23705,373.52505,et
cid,ABCM,310,CM,373.3381,373.6181,en gelée
cid,ABCM,311,AB,374.9648,379.1968,et y en a un qui est devenu complètement vert parce qu'on lui disait non non mais faut manger c'est très bon c'est très bon
cid,ABCM,312,CM,379.18375,379.21575,mh
cid,ABCM,313,AB,379.1968,379.2928,il
cid,ABCM,314,CM,379.21575,379.40775,mh
cid,ABCM,315,AB,379.2928,381.4208,en pouvait plus et on lui resservait etc
cid,ABCM,316,AB,381.9451,383.8011,après y a le fameux christmas pudding à la
cid,ABCM,317,CM,383.786,383.898,ah
cid,ABCM,318,AB,383.8011,384.0811,fin
cid,ABCM,319,CM,383.898,384.058,ouais
cid,ABCM,320,AB,384.0811,388.0891,qui était à vomir etc on était tous euh non merci euh
cid,ABCM,321,AB,388.628,392.508,attendez vous en mettez juste un petit peu puis on essayait de partir aux toilettes etc je me rappelle de
cid,ABCM,322,CM,392.49499,392.6563,ah
cid,ABCM,323,AB,392.508,392.668,ce
cid,ABCM,324,CM,392.6563,392.7123,ils
cid,ABCM,325,AB,392.668,392.98,truc
cid,ABCM,326,CM,392.7123,392.9843,vous ont
cid,ABCM,327,AB,392.98,393.068,là
cid,ABCM,328,CM,392.9843,393.1683,pris
cid,ABCM,329,AB,393.068,393.188,ça
cid,ABCM,330,CM,393.1683,393.3443,pour
cid,ABCM,331,AB,393.188,393.492,avait été
cid,ABCM,332,CM,393.3443,393.8083,des rustres
cid,ABCM,333,AB,393.492,394.028,du délire
cid,ABCM,334,CM,393.8083,394.61546,peut-être alors hein
cid,ABCM,335,AB,394.6136,398.6376,ah je sais pas pour quoi ils nous ont pris mais nous on s'est dit mais qu'est ce qu'on est venu foutre là-dedans et
cid,ABCM,336,CM,399.51985,399.70385,ouais
cid,ABCM,337,AB,399.597,402.549,et moi c'était le premier souvenir mais euh
cid,ABCM,338,CM,402.356,402.588,ah ouais
cid,ABCM,339,AB,403.346,404.098,bizarre quoi
cid,ABCM,340,CM,404.066,404.258,ouais
cid,ABCM,341,AB,404.098,404.314,on
cid,ABCM,342,CM,404.258,404.394,c'est
cid,ABCM,343,AB,404.314,404.514,arrive
cid,ABCM,344,CM,404.394,404.586,ça
cid,ABCM,345,AB,404.514,404.666,dans
cid,ABCM,346,CM,404.586,404.682,ouais
cid,ABCM,347,AB,404.666,404.77,ce
cid,ABCM,348,CM,404.682,404.954,ouais
cid,ABCM,349,AB,404.77,405.378,pays
cid,ABCM,350,CM,404.954,405.266,ouais
cid,ABCM,351,AB,405.378,408.018,on voulait juste faire ça on s'est on s'est trouvé piégé
cid,ABCM,352,CM,408.096,408.544,ouais ouais
cid,ABCM,353,AB,408.425,408.553,c'est
cid,ABCM,354,CM,408.544,408.808,euh
cid,ABCM,355,AB,408.553,409.041,pas forcément
cid,ABCM,356,CM,408.808,409.096,ah ouais c'est
cid,ABCM,357,AB,409.041,409.505,insolite
cid,ABCM,358,CM,409.096,409.272,ça
cid,ABCM,359,AB,409.505,410.089,mais on a l'impression
cid,ABCM,360,CM,409.696,409.968,mh mh
cid,ABCM,361,AB,410.089,411.049,de se trouver piégé
cid,ABCM,362,CM,411.021,411.197,ouais
cid,ABCM,363,AB,411.049,411.425,et comme
cid,ABCM,364,CM,411.197,411.549,d'être pas
cid,ABCM,365,AB,411.425,411.569,on a
cid,ABCM,366,CM,411.549,411.653,dans
cid,ABCM,367,AB,411.569,411.809,pas
cid,ABCM,368,CM,411.653,412.54213,une situation
cid,ABCM,369,AB,412.526,412.782,voilà
cid,ABCM,370,CM,412.54213,412.893,euh
cid,ABCM,371,AB,412.782,413.054,et comme
cid,ABCM,372,CM,412.893,413.149,que t'avais
cid,ABCM,373,AB,413.054,413.198,on n'a
cid,ABCM,374,CM,413.149,413.709,prévue
cid,ABCM,375,AB,413.198,414.086,pas osé non plus
cid,ABCM,376,CM,413.709,414.28009,ni euh ouais
cid,ABCM,377,AB,414.086,415.91818,vis-à-vis de nos parents de dire euh
cid,ABCM,378,CM,415.906,415.946,mh
cid,ABCM,379,AB,415.91818,416.158,on
cid,ABCM,380,CM,415.946,416.13,mh
cid,ABCM,381,AB,416.158,418.622,est parti etc on a on a refusé
cid,ABCM,382,CM,418.936,419.28,mh
cid,ABCM,383,AB,419.076,419.476,leur offre
cid,ABCM,384,CM,419.28,419.504,mh mh mh
cid,ABCM,385,AB,419.476,420.604,ou leur accueil parce qu'en plus
cid,ABCM,386,CM,420.466,420.626,ouais
cid,ABCM,387,AB,420.604,421.092,connaissant
cid,ABCM,388,CM,420.626,421.082,mh mh
cid,ABCM,389,AB,421.092,421.46,pas les
cid,ABCM,390,CM,421.766,421.99,mhhm
cid,ABCM,391,AB,421.926,423.254,la culture euh anglaise
cid,ABCM,392,CM,422.846,422.958,mh
cid,ABCM,393,AB,423.254,424.006,ou l'éducation
cid,ABCM,394,AB,424.67955,427.12755,on savait pas trop si c'était poli ou impoli donc euh
cid,ABCM,395,CM,428.016,428.16,là
cid,ABCM,396,AB,428.0424,428.36971,ça
cid,ABCM,397,CM,428.16,428.416,pour le
cid,ABCM,398,AB,428.36971,428.58481,ça
cid,ABCM,399,CM,428.416,428.632,coup
cid,ABCM,400,AB,428.58481,428.7944,nous
cid,ABCM,401,CM,428.632,428.904,c'était
cid,ABCM,402,AB,428.7944,429.2504,a marqué
cid,ABCM,403,CM,428.904,429.304,peut-être pas
cid,ABCM,404,AB,429.2504,431.3144,pendant je sais pas combien de temps quoi hein
cid,ABCM,405,CM,431.18467,431.334,et ils
cid,ABCM,406,AB,431.3144,431.3704,on
cid,ABCM,407,CM,431.334,431.718,réagissaient
cid,ABCM,408,AB,431.3704,432.03149,se disait
cid,ABCM,409,CM,431.718,433.06559,comment eux ils étaient euh
cid,ABCM,410,AB,433.116,434.724,eux ils restaient très
cid,ABCM,411,CM,434.526,434.67,ouais
cid,ABCM,412,AB,434.724,435.908,très british quoi
cid,ABCM,413,CM,435.52805,436.08805,très anglais
cid,ABCM,414,AB,435.908,436.788,ils faisaient
cid,ABCM,415,CM,436.08805,436.22405,ouais
cid,ABCM,416,AB,436.788,438.148,oui oui très polis
cid,ABCM,417,CM,437.906,438.154,ah ouais
cid,ABCM,418,AB,438.148,438.652,allez y
cid,ABCM,419,CM,438.476,438.66,ouais
cid,ABCM,420,AB,438.652,438.844,ça
cid,ABCM,421,CM,438.66,438.828,ouais
cid,ABCM,422,AB,438.844,439.83563,allait et
cid,ABCM,423,AB,441.47465,441.57865,ma
cid,ABCM,424,CM,441.496,441.8,bon
cid,ABCM,425,CM,441.8,443.88,alors la semaine prochaine faudra que je fasse attention à mes
cid,ABCM,426,CM,445.41165,446.846,à comment je me comporte alors
cid,ABCM,427,AB,447.21391,449.274,ah ouais ça c'était très très curieux
cid,ABCM,428,CM,449.656,449.824,ouais
cid,ABCM,429,AB,449.96105,451.07305,heureusement on s'entendait bien
cid,ABCM,430,CM,451.496,451.664,ouais
cid,ABCM,431,AB,452.096,452.672,entre copains
cid,ABCM,432,CM,452.5396,452.7956,ah vaut mieux
cid,ABCM,433,AB,452.672,452.864,donc
cid,ABCM,434,CM,452.7956,452.9556,être
cid,ABCM,435,AB,452.864,453.056,c'est
cid,ABCM,436,CM,452.9556,453.3156,un groupe
cid,ABCM,437,AB,453.056,453.696,bien passé
cid,ABCM,438,CM,453.3156,453.7956,dans ce cas là
cid,ABCM,439,AB,453.696,454.104,mais
cid,ABCM,440,CM,453.7956,454.4276,ouais ouais ouais
cid,ABCM,441,AB,454.104,454.248,euh
cid,ABCM,442,AB,454.81305,457.946,de temps en temps on n'en pouvait plus mais même pendant le repas je me rappelle
cid,ABCM,443,CM,457.9255,458.0135,ah
cid,ABCM,444,AB,457.946,458.018,on
cid,ABCM,445,CM,458.0135,458.0775,ouais
cid,ABCM,446,AB,458.018,460.338,se disait on n'aurait jamais dû accepter ce truc là et
