corpus,dyad,index,speaker,start,stop,text
cid,ABCM,60,CM,116.0519,123.97875,j'étais avec pascal roméas et euh donc on était à montréal et après le congrès on est parti en gaspésie tu vois à peu près où c'est en fait euh ouais mais tu connais
cid,ABCM,61,AB,122.64515,123.10915,oui
cid,ABCM,62,AB,124.18155,127.06955,c'est une région perdue du canada oui un peu isolée
cid,ABCM,63,CM,125.686,126.76123,voilà ouais c'est ça
cid,ABCM,64,CM,127.56525,129.69972,et euh et en fait
cid,ABCM,65,CM,130.14355,136.34031,en c'était complètement loufoque on arrive y a que des tout petits patelins où y a rien quoi en fait où y a un bistrot qui fait tout euh etc
cid,ABCM,66,AB,133.729,133.881,mh
cid,ABCM,67,CM,137.16515,142.06325,et on était on avait loué une voiture on était avec yuki et pascal en fait on était et le soir avec pascal on s'est dit
cid,ABCM,68,CM,142.6867,146.8287,on va aller on devait pieuter dans un une auberge de jeunesse je sais pas quoi on s'est dit on va aller boire un coup dans le café du coin
cid,ABCM,69,CM,147.68571,148.81016,et on est tombé
cid,ABCM,70,CM,149.8001,152.8801,ouais mh côté insolite ça me fait vraiment penser à ça on est tombé
cid,ABCM,71,CM,153.74905,156.03705,on est rentré dans un bar qui faisait boîte
cid,ABCM,72,CM,157.176,157.568,y avait
cid,ABCM,73,CM,158.00845,158.30445,que nous
cid,ABCM,74,CM,159.056,160.632,y avait la musique à fond les ballons
cid,ABCM,75,CM,161.3212,164.2492,et y avait un espèce d'écran géant donc un matériel d'enfer
cid,ABCM,76,CM,164.59625,168.77225,qui projetait un film de de funès avec une musique de boîte à fond les ballons
cid,ABCM,77,CM,169.33193,170.0113,et on s'est dit mais
cid,ABCM,78,CM,170.426,171.594,où on est là qu'est ce qu'on fait
cid,ABCM,79,CM,172.266,174.522,on était complètement euh complètement
cid,ABCM,80,AB,174.066,174.89,ils nous attendent hein
cid,ABCM,81,CM,174.89914,177.25183,désynchronisés en fait ouais c'est ça nous deux euh
cid,ABCM,82,AB,176.926,179.84676,et c'était quoi c'était un bar avec euh un écran ou euh
cid,ABCM,83,CM,178.6942,183.18544,c'était un bar mais tu sais un truc vachement moderne alors que dans un patelin euh complètement euh
cid,ABCM,84,AB,182.42862,184.232,ah c'était un bled avec juste un oui
cid,ABCM,85,CM,183.628,185.374,complètement paumé ouais ouais ouais ouais
cid,ABCM,86,AB,184.636,184.948,bizarre
cid,ABCM,87,CM,186.00027,187.36273,et euh
cid,ABCM,88,CM,187.81738,188.038,et voilà
cid,ABCM,89,AB,188.736,191.552,le bizarre voilà l'insolite ça a un côté bizarre
cid,ABCM,90,CM,191.0494,193.0574,ça me faisait ça ça me faisait penser à ça ouais
cid,ABCM,91,CM,193.516,195.50177,le premier truc qui m'est venu pour insolite c'était ça
cid,ABCM,92,CM,196.5981,198.2941,une situation désynchronisée comme ça
cid,ABCM,93,AB,199.27245,200.79245,oui non moi je me rappelle
cid,ABCM,94,AB,201.32275,202.21875,j'étais allée
cid,ABCM,95,AB,202.656,203.072,à londres
cid,ABCM,96,AB,204.0919,207.55028,c'é je crois j'étais euh je me rappelle plus si j'étais on était au lycée ou en
cid,ABCM,97,AB,208.3486,209.5406,en première année de fac je crois
cid,ABCM,98,AB,210.65695,212.08895,ma soeur était déjà à londres
cid,ABCM,99,AB,212.516,214.044,on y était allé avec des copains
cid,ABCM,100,CM,213.83295,215.19266,mais tu étais en vacances ou tu étais en oui
cid,ABCM,101,AB,215.196,216.58,oui c'était pendant les vacances de noël
cid,ABCM,102,CM,215.586,215.674,ouais
cid,ABCM,103,CM,216.686,216.782,mh
cid,ABCM,104,AB,217.306,224.058,on y va avec des copains on avait pris le ferry en normandie puisque j'avais un frère qui était en normandie on traverse on avait passé une nuit épouvantable sur le ferry
cid,ABCM,105,AB,225.1385,230.4185,et euh on arrive à londres on voit ma soeur elle nous amène dans le b&b où on devait loger
cid,ABCM,106,AB,231.186,232.17,on se promène
cid,ABCM,107,AB,232.716,236.3,moi j'étais déjà crevée au bout de trois jours parce qu'on voyageait vachement à pied donc j'en pouvais plus
cid,ABCM,108,AB,237.126,241.08827,et en fait c'est la période de noël on a appelé euh des
cid,ABCM,109,AB,242.1933,243.4013,les parents d'amis
cid,ABCM,110,AB,244.026,249.234,mais pas d'amis de notre âge d'amis de mes parents en fait elle elle était anglaise elle était mariée avec un hollandais
cid,ABCM,111,AB,250.296,256.544,et euh et ses parents qui habitaient dans le sud de  de londres même de la grande bretagne en fait dans le surray
cid,ABCM,112,CM,256.2991,256.5551,mh
cid,ABCM,113,AB,257.1742,263.4622,ils nous avaient dit ah mais demain c'est le repas de noël venez venez on disait mais on est avec des amis euh
cid,ABCM,114,CM,261.12155,261.71355,mh mh mh
cid,ABCM,115,CM,262.31185,262.51985,mh
cid,ABCM,116,AB,264.4469,270.6629,on voulait juste vous dire bonjour non non venez venez venez manger pour le repas de noël alors nous ça nous faisait chier un peu mais en fait on s'était dit bon
cid,ABCM,117,CM,266.219,266.307,mh
cid,ABCM,118,AB,271.336,271.84,pourquoi pas
cid,ABCM,119,CM,271.85825,272.10625,mh mh
cid,ABCM,120,AB,272.746,277.874,euh alors le vingt cinq décembre déjà on se pointe euh à la gare de victoria et
cid,ABCM,121,CM,277.4659,277.6819,mh mh
cid,ABCM,122,AB,278.406,282.534,et londres tout est fermé c'est-à-dire qu'en fait y avait des grilles devant la gare y avait rien de
cid,ABCM,123,CM,279.996,280.14,mh
cid,ABCM,124,CM,280.476,280.66,ah ouais
cid,ABCM,125,CM,281.056,281.304,ouais ouais
cid,ABCM,126,CM,281.68655,281.81455,ouais
cid,ABCM,127,CM,282.356,282.524,ouais
cid,ABCM,128,AB,283.136,286.272,rien d'ouvert on s'est dit qu'est ce qu'on fait alors on se prend un taxi
cid,ABCM,129,AB,287.026,290.37,ah ça nous emmerdait puisqu'on s'est dit ah on va payer la peau des fesses pour aller là-bas
cid,ABCM,130,CM,289.766,290.83,mh mh mh mh mh mh mh
cid,ABCM,131,AB,291.076,294.364,bon l'avantage c'est que les taxis sont hyper grands donc en fait on peut loger à
cid,ABCM,132,CM,293.256,293.424,mh
cid,ABCM,133,AB,294.90783,297.692,à cinq ou six je sais plus combien on était il y avait moi mon frère
cid,ABCM,134,CM,296.26245,296.45445,ah ouais
cid,ABCM,135,AB,298.536,300.448,mh mh deux ou trois copains on devait être cinq
cid,ABCM,136,CM,300.4142,300.5902,mh
cid,ABCM,137,AB,301.2165,304.6805,on arrive là-bas ils nous accueillent on a dû arriver une heure ou deux heures de l'après-midi déjà
cid,ABCM,138,CM,304.586,305.202,mh mh mh mh
cid,ABCM,139,AB,305.9333,310.1573,nous accueillent bonjour y avait une table énorme qui était dressée dans le dans le séjour
cid,ABCM,140,CM,309.19345,309.32945,mh
cid,ABCM,141,AB,311.08073,317.654,et euh et on dit mais vous êtes sûrs que vous voulez qu'on reste manger etc oui oui y a pas de problèmes etc
cid,ABCM,142,AB,318.08705,322.08705,on a dû attendre une heure ou une heure et demie avant de commencer à manger on n'en pouvait plus on pouvait pas être là
cid,ABCM,143,AB,323.032,327.06375,et en fait euh dès qu'ils nous ont servi à manger on s'est tous précipités
cid,ABCM,144,AB,327.706,328.546,mais
cid,ABCM,145,AB,329.566,335.35,on se demandait d'abord ce qu'on faisait là on n'en pouvait plus après les fé les les pré les présentations etc
cid,ABCM,146,CM,331.006,331.31,mh
cid,ABCM,147,AB,335.7222,339.4262,et dès qu'ils ont servi à manger on s'est tous présentés mais jetés comme des euh
cid,ABCM,148,AB,339.946,341.306,comme des miséreux sur la bouffe
cid,ABCM,149,CM,340.5747,340.7187,ouais
cid,ABCM,150,CM,341.3901,341.6461,ah ouais
cid,ABCM,151,AB,341.976,347.248,après on s'est tous regardés on était mort de rire et on s'est dit ah ils doivent nous prendre pour des miséreux
cid,ABCM,152,CM,345.3439,345.4399,mh
cid,ABCM,153,CM,347.32579,347.5044,ouais c'est
cid,ABCM,154,AB,348.299,354.411,comme si on n'avait pas bouffé depuis une semaine mais en fait il était quatre heures de l'après-midi on n'en pouvait plus de euh d'attendre
cid,ABCM,155,CM,350.6043,350.99364,on aurait
cid,ABCM,156,CM,352.33885,352.60285,ah ouais
cid,ABCM,157,AB,355.256,359.152,et après ce qui était très drôle c'est qu'ils nous ont servi des euh mh
cid,ABCM,158,AB,360.126,363.974,on se demandait ce qu'on faisait là en fait ils nous ont servi les repas typiques euh
cid,ABCM,159,CM,361.3478,362.2678,mh mh mh mh mh
cid,ABCM,160,AB,364.3932,369.6892,style de le la dinde avec euh de la gelée à je sais pas trop quoi y en a un autre en face qui était
cid,ABCM,161,CM,367.3615,368.0895,ah ouais ouais
cid,ABCM,162,CM,368.70285,369.95085,ah c'est aussi typique en angleterre
cid,ABCM,163,AB,370.356,370.772,oui oui
cid,ABCM,164,CM,370.568,371.44,la dinde et tout ça ouais
cid,ABCM,165,AB,371.47885,372.70285,c'était
cid,ABCM,166,CM,372.9621,373.6181,sauf que c'est en gelée
cid,ABCM,167,AB,373.23705,373.52505,et
cid,ABCM,168,AB,374.9648,381.4208,et y en a un qui est devenu complètement vert parce qu'on lui disait non non mais faut manger c'est très bon c'est très bon il en pouvait plus et on lui resservait etc
cid,ABCM,169,CM,379.18375,379.40775,mh mh
cid,ABCM,170,AB,381.9451,388.0891,après y a le fameux christmas pudding à la fin qui était à vomir etc on était tous euh non merci euh
cid,ABCM,171,CM,383.786,384.058,ah ouais
cid,ABCM,172,AB,388.628,394.028,attendez vous en mettez juste un petit peu puis on essayait de partir aux toilettes etc je me rappelle de ce truc là ça avait été du délire
cid,ABCM,173,CM,392.49499,394.61546,ah ils vous ont pris pour des rustres peut-être alors hein
cid,ABCM,174,AB,394.6136,398.6376,ah je sais pas pour quoi ils nous ont pris mais nous on s'est dit mais qu'est ce qu'on est venu foutre là-dedans et
cid,ABCM,175,CM,399.51985,399.70385,ouais
cid,ABCM,176,AB,399.597,402.549,et moi c'était le premier souvenir mais euh
cid,ABCM,177,CM,402.356,402.588,ah ouais
cid,ABCM,178,AB,403.346,408.018,bizarre quoi on arrive dans ce pays on voulait juste faire ça on s'est on s'est trouvé piégé
cid,ABCM,179,CM,404.066,405.266,ouais c'est ça ouais ouais ouais
cid,ABCM,180,CM,408.096,409.272,ouais ouais euh ah ouais c'est ça
cid,ABCM,181,AB,408.425,411.809,c'est pas forcément insolite mais on a l'impression de se trouver piégé et comme on a pas
cid,ABCM,182,CM,409.696,409.968,mh mh
cid,ABCM,183,CM,411.021,414.28009,ouais d'être pas dans une situation euh que t'avais prévue ni euh ouais
cid,ABCM,184,AB,412.526,418.622,voilà et comme on n'a pas osé non plus vis-à-vis de nos parents de dire euh on est parti etc on a on a refusé
cid,ABCM,185,CM,415.906,416.13,mh mh
cid,ABCM,186,CM,418.936,419.504,mh mh mh mh
cid,ABCM,187,AB,419.076,421.46,leur offre ou leur accueil parce qu'en plus connaissant pas les
cid,ABCM,188,CM,420.466,421.082,ouais mh mh
cid,ABCM,189,CM,421.766,421.99,mhhm
cid,ABCM,190,AB,421.926,424.006,la culture euh anglaise ou l'éducation
cid,ABCM,191,CM,422.846,422.958,mh
cid,ABCM,192,AB,424.67955,427.12755,on savait pas trop si c'était poli ou impoli donc euh
cid,ABCM,193,CM,428.016,429.304,là pour le coup c'était peut-être pas
cid,ABCM,194,AB,428.0424,432.03149,ça ça nous a marqué pendant je sais pas combien de temps quoi hein on se disait
cid,ABCM,195,CM,431.18467,433.06559,et ils réagissaient comment eux ils étaient euh
cid,ABCM,196,AB,433.116,439.83563,eux ils restaient très très british quoi ils faisaient oui oui très polis allez y ça allait et
cid,ABCM,197,CM,434.526,434.67,ouais
cid,ABCM,198,CM,435.52805,436.22405,très anglais ouais
cid,ABCM,199,CM,437.906,438.154,ah ouais
cid,ABCM,200,CM,438.476,438.828,ouais ouais
cid,ABCM,201,AB,441.47465,441.64265,ma
cid,ABCM,202,CM,441.496,443.88,bon alors la semaine prochaine faudra que je fasse attention à mes
cid,ABCM,203,CM,445.41165,446.846,à comment je me comporte alors
cid,ABCM,204,AB,447.21391,449.274,ah ouais ça c'était très très curieux
cid,ABCM,205,CM,449.656,449.824,ouais
cid,ABCM,206,AB,449.96105,451.07305,heureusement on s'entendait bien
cid,ABCM,207,CM,451.496,451.664,ouais
cid,ABCM,208,AB,452.096,454.248,entre copains donc c'est bien passé mais euh
cid,ABCM,209,CM,452.5396,454.4276,ah vaut mieux être un groupe dans ce cas là ouais ouais ouais
cid,ABCM,210,AB,454.81305,460.338,de temps en temps on n'en pouvait plus mais même pendant le repas je me rappelle on se disait on n'aurait jamais dû accepter ce truc là et
cid,ABCM,211,CM,457.9255,458.0775,ah ouais
cid,ABCM,212,CM,460.6875,465.14371,ah puis c'est genre de trucs tu peux pas t'en sortir euh facilement quoi en plus et euh une fois que tu es dedans euh
cid,ABCM,213,AB,461.28927,462.5505,qu'est ce qu'on fout là-dedans quoi hein
cid,ABCM,214,AB,463.176,465.19246,oui oui exactement c'était ah
cid,ABCM,215,CM,465.79745,467.42945,tu peux pas dire entre deux plats je m'en vais
cid,ABCM,216,AB,466.446,468.90499,y avait longtemps que j'ai pas pensé à ça mais c'était vraiment euh
cid,ABCM,217,CM,467.98755,468.194,ah ouais
cid,ABCM,218,AB,470.4189,474.8109,on est parti je crois qu'on a dû rentrer marcher un peu on s'est couché on s'est dit oh plus jamais ça
cid,ABCM,219,CM,473.91665,474.18065,mh
cid,ABCM,220,AB,475.40705,479.74305,je crois que ça m'est plus jamais arrivé de me retrouver coincée dans un truc comme ça ouais vraiment
cid,ABCM,221,CM,477.2226,478.9266,d'accepter euh ah ouais ouais ouais ouais
cid,ABCM,222,CM,479.48485,479.53285,ouais
cid,ABCM,223,CM,480.60115,485.39315,oui c'était un insolite euh donc un peu malaise quand même quoi un peu désagréable quoi quand même ouais
cid,ABCM,224,AB,484.306,490.778,oui c'était pas euh on n'était pas tristes mais on était on était coincés obligés alors qu'on était en vacances et
cid,ABCM,225,CM,486.726,487.302,ouais ouais ouais ouais ouais
cid,ABCM,226,CM,488.2657,488.7617,coincée ouais
cid,ABCM,227,CM,489.2329,489.4249,ouais
cid,ABCM,228,CM,489.806,490.11,mh mh
cid,ABCM,229,AB,492.26935,497.73335,bon enfin on a on a bouffé gratos là je crois qu'on a pas dû bouffer le le lendemain tellement on avait mangé ce jour là
cid,ABCM,230,CM,495.486,495.79,ah
cid,ABCM,231,CM,496.186,496.41,ah
cid,ABCM,232,AB,498.9409,499.32699,c'était euh
cid,ABCM,233,AB,500.61845,501.33045,impressionnant
cid,ABCM,234,CM,501.496,501.672,mh
cid,ABCM,235,CM,505.4343,507.93369,alors qu'est ce que j'ai encore d'insolite moi euh
cid,ABCM,236,CM,511.74181,514.63843,ah si je euh ouais mais je sais pas si je me demande si je t'avais pas raconté l'autre fois quand
cid,ABCM,237,CM,515.19274,515.59,euh
cid,ABCM,238,CM,516.326,519.41319,c'est c'est c'est pas très gai mais en même temps ça m'a fait rire sur le coup
cid,ABCM,239,CM,520.04368,522.6817,euh non mais c'est pas très le contexte est pas très gai
cid,ABCM,240,CM,523.4015,526.5421,euh mais c'était c'est c'est le même genre de situation euh
cid,ABCM,241,CM,527.0421,531.06305,euh que celle d'avant c'est un truc où tu te demandes
cid,ABCM,242,CM,532.076,535.228,si y a pas quelque chose qui t'échappe pour comprendre la situation en fait qui que euh
cid,ABCM,243,CM,536.2686,539.9006,c'est euh quand je suis quand mon frère est tombé dans le coma là en fait je suis montée à paris
cid,ABCM,244,CM,541.11319,546.26105,et euh je suis arrivée à la salpétrière en fait je sais pas si tu connais c'est super grand en fait c'est vachement grand
cid,ABCM,245,AB,545.4967,545.6967,mh
cid,ABCM,246,CM,547.38319,554.454,et euh du coup y a vachement de bâtiments partout et pour arriver à trouver le bâtiment où il était quoi en fait c'était c'était un vrai cauchemard je suis arrivée à minuit en plus c'était euh
cid,ABCM,247,CM,555.58135,558.85335,et donc je cherchais c'était dans les urgences vasculaires et tout ça
cid,ABCM,248,CM,559.896,561.648,et donc je voyais des panneaux qui m'indiquaient un truc
cid,ABCM,249,CM,562.076,567.828,et je vois un grand panneau qui m'indique euh le le le service en question quoi en fait que je que pensais être le service en question
cid,ABCM,250,CM,568.2918,569.3318,y avait plein de monde à l'entrée
cid,ABCM,251,CM,570.51462,570.9877,et euh
cid,ABCM,252,CM,571.326,575.942,et je euh bon moi j'étais dans un état un peu pas très bien un peu crevée enfin un peu stressée tout ça
cid,ABCM,253,CM,576.536,579.728,j'arrive et à l'intérieur du truc et y a un mec qui me prend à part qui me dit euh
cid,ABCM,254,CM,580.288,583.12,chut taisez vous venez ici venez ici et il me met complètement à part
cid,ABCM,255,CM,583.986,587.482,et euh y avait plein de gens et en fait euh
cid,ABCM,256,CM,588.0362,593.7162,euh je commence à lui dire mais écoutez euh je suis en train de de chercher un service tout ça il me dit chut il me demande de faire silence je me dis mais
cid,ABCM,257,CM,594.176,597.376,mais qu'est ce que c'est que ce délire quoi jusqu'au moment où je me rends compte qu'ils étaient en train
cid,ABCM,258,CM,597.826,598.722,de tourner un film
cid,ABCM,259,AB,599.20445,599.39645,ah ouais
cid,ABCM,260,CM,599.7143,601.5383,en fait dans un service du truc
cid,ABCM,261,CM,601.916,603.156,et que du coup en fait ce qui était
cid,ABCM,262,CM,603.536,606.264,très bizarre c'est que je savais plus à qui je m'adressais c'est-à-dire qu'y avait des gens
cid,ABCM,263,CM,606.8106,611.3306,qui étaient en blouse blanche etc mais je savais pas si c'était du personnel ou pas du personnel
cid,ABCM,264,AB,608.45455,610.12655,tu savais pas si c'étaient des vrais ou des faux oui
cid,ABCM,265,CM,611.946,616.378,il me demandait d'attendre cinq minutes avant de poser une question alors que j'étais là j'étais complètement perdue
cid,ABCM,266,CM,616.816,619.024,j'arrivais dans un état de stress pas possible
cid,ABCM,267,CM,619.536,623.968,et je comprenais pas ce qui m'c'était complètement euh tu vois complètement loufoque comme ouais
cid,ABCM,268,AB,622.866,623.722,de l'insolite oui
cid,ABCM,269,CM,624.416,628.472,comme situation tu vois donc euh au bout d'un moment ils ont quand même réussi ils ont ils ont coupé donc ils ont fait
cid,ABCM,270,CM,628.9291,629.8331,le clap en question
cid,ABCM,271,AB,629.3353,630.2313,ils ont fait le clap
cid,ABCM,272,CM,630.226,630.66288,voilà
cid,ABCM,273,CM,631.18865,635.89265,et euh et y a deux personnes qui sont venues me voir en me demandant ce que je voulais etc et en m'indiquant le truc mais euh
cid,ABCM,274,CM,636.546,638.658,mais c'était complètement et je me suis dit euh
cid,ABCM,275,CM,639.4193,643.5713,en fait eux ils étaient vachement mal à l'aise parce qu'ils avaient compris que moi j'étais dans une situation un peu
cid,ABCM,276,CM,644.186,646.994,d'urgence et puis pas très bien et en même temps euh
cid,ABCM,277,CM,647.4049,652.7489,comme ils étaient dans un hôpital à la fois ils étaient obligés de tenir compte de ça et en même temps ils étaient en train de tourner leur truc donc c'était euh
cid,ABCM,278,CM,653.29845,656.56411,c'était très très bizarre comme euh comme situation quoi c'était euh
cid,ABCM,279,AB,656.92165,658.68965,et ils l'ont rattrapée comment cette situation
cid,ABCM,280,CM,659.296,660.448,eh ben en fait ils euh
cid,ABCM,281,AB,659.77838,663.8507,bah je veux dire y a quand même quelqu'un qui s'est dit excusez nous on vous a cru pour euh ouais
cid,ABCM,282,CM,661.1123,664.9283,ouais ils étaient c'était marrant oui ouais oui oui oui c'était marrant parce qu'ils étaient euh
cid,ABCM,283,CM,665.7849,670.7209,tu sentais qu'ils étaient contraints parce que peut-être ça faisait dix fois qu'ils tournaient la scène donc ils tu vois ils voulaient pas la louper ni rien
cid,ABCM,284,AB,668.946,669.05,ouais
cid,ABCM,285,CM,671.256,678.992,et euh et en même temps euh ils se sont excusés ils se sont tu vois ils essayaient de me parler tout doucement tout ça surtout que moi je à un moment je commençais à m'énerver un peu parce que je trouvais ça euh
cid,ABCM,286,AB,678.1,681.324,en fait ils ont oublié de mettre oui ils avaient dû oublier de mettre quelqu'un en fait euh
cid,ABCM,287,CM,681.076,691.348,oui ou j'ai j'ai échappé en plus tu vois il devait être minuit donc à mon avis ils attendaient un moment probablement où y avait pas forcément euh beaucoup de gens qui arrivaient quoi tu vois ouais des trucs comme ça y avait que moi qui arrivais à ce moment là
cid,ABCM,288,AB,687.71,691.35,de visites des gens qui venaient ils faire chier et tout déranger le
cid,ABCM,289,AB,691.756,693.164,déranger la prise euh
cid,ABCM,290,CM,692.296,697.592,voilà ils devaient pas s'y attendre à mon avis à ce qu'à minuit y ait quelqu'un qui débarque pour euh en cherchant un service quoi tu vois donc c'était euh
cid,ABCM,291,CM,698.32425,699.66825,c'était complètement euh
cid,ABCM,292,CM,700.7925,702.3765,complètement hallucinant comme situation
cid,ABCM,293,CM,703.734,703.91,mais bon
cid,ABCM,294,CM,706.9208,708.8206,et voilà bon on va parler d'autre chose euh
cid,ABCM,295,AB,707.736,711.304,bon c'est intéressant alors on coche tac tac tac euh
cid,ABCM,296,CM,712.4214,715.1334,non c'est chiant comme consigne on va parler d'autre chose hein
cid,ABCM,297,AB,713.32901,716.054,autre chose euh d'insolite d'inhabituel
cid,ABCM,298,CM,717.792,718.096,pfff je sais pas
cid,ABCM,299,CM,718.686,720.518,on n'a qu'à dévier la consigne ils nous font chier
cid,ABCM,300,AB,719.9392,721.3792,il faut se creuser la tête oui
cid,ABCM,301,CM,725.44525,725.84525,non on a
cid,ABCM,302,CM,726.47485,727.53085,c'est pas insolite oui ouais
cid,ABCM,303,AB,727.17555,729.55155,si moi qu'est ce qui a eu non des trucs assez sympas
cid,ABCM,304,CM,727.976,728.088,ouais
cid,ABCM,305,AB,730.01035,733.41835,je me rappelle que justement toujours avec la même bande de copains qu'on est allé à londres euh
cid,ABCM,306,CM,732.536,732.728,ouais
cid,ABCM,307,AB,734.486,738.534,euh ça devait être la même année d'ailleurs hein cette première année de fac c'était une année de folie
cid,ABCM,308,AB,739.6194,741.5314,et ils avaient organisé une euh
cid,ABCM,309,AB,742.126,746.318,ils voulaient qu'on fasse un feu d'artifice en fait dans un un foyer un foyer catho un foyer de bonnes soeurs
cid,ABCM,310,CM,746.826,747.466,un feu d'artifice
cid,ABCM,311,AB,747.8954,748.1834,ah ouais
cid,ABCM,312,CM,748.68105,749.49705,dans un foyer de bonnes soeurs
cid,ABCM,313,AB,751.33535,754.30942,je sais plus pourquoi je sais plus comment c'est venu cette histoire de
cid,ABCM,314,CM,751.81995,752.17195,ouais
cid,ABCM,315,AB,754.86694,756.658,de délire et euh
cid,ABCM,316,AB,757.306,760.45,on avait acheté des petits feux d'artifice mais des trucs assez légers pas très méchants
cid,ABCM,317,CM,760.066,760.298,mh mh
cid,ABCM,318,AB,761.406,766.39,et en fait on avait je je sais plus qui avait repéré cette espèce de foyer là catho où il y avait que les jeunes filles
cid,ABCM,319,AB,766.8777,769.0697,je sais pas si elles étaient de bonne famille ou pas qui allaient loger
cid,ABCM,320,CM,766.896,766.992,mh
cid,ABCM,321,AB,771.106,775.714,de peur d'être perverties par d'autres personnes si jamais elles étaient en chambre dans la ville ou ailleurs
cid,ABCM,322,CM,771.736,771.872,mh
cid,ABCM,323,CM,772.846,773.974,bien dans mh
cid,ABCM,324,AB,776.48652,782.298,et euh on avait tout organisé on s'était donné rendez-vous je sais pas dans l'appart d'un copain ou d'une copine pour se préparer
cid,ABCM,325,AB,782.72555,785.45,le matériel on s'était réparti en voiture etc
